name,rating,reviews,location,salery,interview,job_ava
Jiva Ayurvedic Pharmacy,3.9,466,Faridabad +47 other locations,1.2k,43,25
Kokilaben Dhirubhai Ambani Hospital,3.7,465,Healthcare | Mumbai +20 other locations,1.6k,28,72
McNally Bharat Engineering,4.1,465,Engineering & Construction | Kolkata +57 other locations,1.4k,13,1
QUICK HEAL TECHNOLOGIES,3.7,464,Software Product | Pune +45 other locations,2.6k,28,9
NMDC Limited,4.4,464,Metals & Mining | Jagdalpur +36 other locations,1.8k,42,--
Marble Box,4.0,464,BPO | Kolkata +5 other locations,908,29,--
GUS Education India,3.1,464,Education & Training | Hyderabad / Secunderabad +7 other locations,2k,45,5
ServiceNow,4.0,464,Software Product | Hyderabad / Secunderabad +14 other locations,4.9k,126,--
India Post,3.8,464,Government | Bangalore / Bengaluru +181 other locations,1.5k,23,--
Magma General Insurance Limited,3.7,464,Insurance | Mumbai +83 other locations,2.1k,29,1
Tractebel,4.1,464,Engineering & Construction | Gurgaon / Gurugram +87 other locations,1.6k,45,7
Essjay Ericsson,4.2,463,Analytics & KPO | New Delhi +79 other locations,847,11,--
Axa XL,3.5,463,Insurance | Gurgaon / Gurugram +6 other locations,3.4k,49,8
Chemplast Sanmar,3.5,463,Chemicals | Salem +17 other locations,2.2k,44,26
Safari Industries India,3.9,463,Fashion & Textile | Mumbai +72 other locations,1.7k,30,4
Vyapar,3.4,463,Software Product | Bangalore / Bengaluru +38 other locations,1.8k,61,39
NBTC GROUP,3.3,463,Oil & Gas | Chennai +24 other locations,1k,21,1
Hamdard,4.0,463,New Delhi +74 other locations,1.4k,42,3
Pitti Engineering,3.9,463,Industrial Machinery | Hyderabad / Secunderabad +9 other locations,1.9k,26,--
Juniper Networks,4.2,462,Hardware & Networking | Bangalore / Bengaluru +7 other locations,4.1k,73,65
Sarovar Hotels & Resorts,4.0,461,Hospitality | New Delhi +69 other locations,1.3k,18,--
Riya Travel,3.5,461,Travel & Tourism | Mumbai +37 other locations,1.6k,11,12
SunTec Web Services,3.1,461,IT Services & Consulting | New Delhi +9 other locations,1.7k,46,3
BKT Tyres,4.1,461,Auto Components | Bhuj +29 other locations,1.9k,68,11
Texmo Industries,3.9,461,Industrial Machinery | Coimbatore +35 other locations,1.5k,25,5
HSBC Global Banking and Markets,3.9,461,Banking | Bangalore / Bengaluru +14 other locations,3.2k,29,--
Plastic Omnium,3.7,461,Automobile | Pune +19 other locations,1.9k,30,19
QBurst Technologies,4.3,461,Software Product | Kochi +16 other locations,3.7k,85,27
Magneti Marelli Motherson Auto System,3.8,460,Auto Components | Pune +18 other locations,1.4k,23,--
Welspun Enterprises,4.1,460,Engineering & Construction | Mumbai +44 other locations,1.6k,47,2
Morepen Laboratories,3.9,460,Pharma | New Delhi +41 other locations,1.8k,24,41
LIC Housing Finance,3.9,460,NBFC | Mumbai +116 other locations,1.4k,20,--
Global Autotech,4.0,460,Auto Components | Greater Noida +15 other locations,2k,49,4
Qcon,4.4,460,Engineering & Construction | Mumbai +30 other locations,1k,42,--
F1 Info Solutions and Services,3.7,459,IT Services & Consulting | Noida +44 other locations,1.1k,25,--
Vidal Health Insurance,3.6,459,Insurance | Bangalore / Bengaluru +36 other locations,1.8k,19,--
Prime Focus Technologies,3.1,459,Software Product | Bangalore / Bengaluru +17 other locations,2.2k,40,2
SUEZ Group,4.2,458,Waste Management | New Delhi +46 other locations,1.9k,17,15
Sterling Holiday Resort,3.8,458,Hospitality | Chennai +66 other locations,1.5k,22,8
Insolutions Global,3.7,458,FinTech | Mumbai +20 other locations,2.5k,35,12
RSB Transmissions,3.9,458,Industrial Machinery | Pune +23 other locations,1.9k,31,--
Lulu International Shopping Mall,4.0,457,Retail | Lucknow +38 other locations,2.1k,38,--
National Commodities Management Services,3.9,456,Agriculture | Gurgaon / Gurugram +87 other locations,1.4k,14,1
African Industries,4.0,456,Metals & Mining | Lagos +21 other locations,967,32,15
Alchemy Techsol India,3.5,456,IT Services & Consulting | Bangalore / Bengaluru +18 other locations,1.9k,87,--
Securitas,3.8,456,Law Enforcement & Security | Gurgaon / Gurugram +42 other locations,1.9k,36,6
Hitachi Cash Management Services,3.4,456,Other | Mumbai +87 other locations,1.1k,30,7
Otsuka Pharmaceutical India Private Limited,4.1,455,Pharma | Ahmedabad +37 other locations,1.5k,26,17
Hinduja Tech,3.3,455,IT Services & Consulting | Chennai +17 other locations,3k,32,78
Schindler Group,3.7,455,Industrial Machinery | Pune +49 other locations,1.3k,20,--
Mars International India,4.1,455,Food Processing | Hyderabad / Secunderabad +78 other locations,1.7k,18,3
N+A,3.8,454,Financial Services | Bangalore / Bengaluru +63 other locations,17.5k,158,8
C5i,3.8,453,Analytics & KPO | Bangalore / Bengaluru +16 other locations,2.7k,52,27
Johnson Matthey,3.9,453,Gurgaon / Gurugram +21 other locations,1.8k,41,18
BCG,3.6,452,Management Consulting | Gurgaon / Gurugram +8 other locations,7k,210,9
Westin,4.1,452,Hospitality | Mumbai +32 other locations,1.2k,20,--
2COMS,3.4,452,Kolkata +48 other locations,1.3k,54,435
Central Public Works Department,4.1,453,Government | New Delhi +117 other locations,1.2k,14,--
Invesco,3.7,451,Financial Services | Hyderabad / Secunderabad +7 other locations,3k,47,75
TriGeo Technologies,3.2,451,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,1.8k,28,--
Markets and Markets,3.0,452,Analytics & KPO | Pune +17 other locations,2.7k,57,18
Quinnox,3.8,450,IT Services & Consulting | Bangalore / Bengaluru +8 other locations,3.3k,35,44
British Council,3.5,450,Education & Training | New Delhi +23 other locations,2k,24,52
Giesecke & Devrient,3.5,450,IT Services & Consulting | Gurgaon / Gurugram +50 other locations,2.2k,32,13
CMR Green Technologies,3.5,450,Metals & Mining | Faridabad +31 other locations,1.6k,49,29
Kirby Building Systems,4.0,449,Engineering & Construction | Hyderabad / Secunderabad +33 other locations,1.8k,24,6
Yardi Systems,3.6,449,Software Product | Pune +2 other locations,2.4k,73,2
Orcapod Consulting Services,3.1,448,IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,1.8k,32,104
smartData Enterprises,3.1,448,IT Services & Consulting | Nagpur +12 other locations,1.6k,37,11
Sulekha.com,3.6,447,Internet | Chennai +19 other locations,1.7k,20,7
Onshore Construction,3.7,447,Engineering & Construction | Mumbai +38 other locations,1.5k,24,2
Prism Cement,3.8,447,Building Material | Satna +76 other locations,723,36,--
RSM India,3.4,447,Accounting & Auditing | Mumbai +33 other locations,2.5k,62,12
MUTHOOT HOMEFIN (I) LTD.,4.0,447,NBFC | Mumbai +102 other locations,1.2k,25,9
ByteDance,4.0,447,Internet | Gurgaon / Gurugram +14 other locations,2.2k,38,3
Bira 91,3.3,446,Beverage | New Delhi +54 other locations,1.5k,26,6
Bahwan Engineering,4.1,446,Engineering & Construction | Muscat +22 other locations,949,25,--
Aptus Value Housing Finance India,4.2,446,NBFC | Chennai +137 other locations,1.3k,16,8
Subex,3.3,446,Software Product | Bangalore / Bengaluru +10 other locations,3.1k,36,4
GHCL Limited,3.8,446,Chemicals | Sutrapada +28 other locations,1.5k,31,2
Lite Bite Foods,4.3,446,Hospitality | Mumbai +24 other locations,1.2k,20,3
Kalyani Technoforge,3.7,446,Auto Components | Pune +17 other locations,1.8k,17,10
Sheela Foam,4.1,446,Furniture & Furnishing | Noida +86 other locations,1.4k,30,2
Addverb Technologies,3.8,446,Industrial Automation | Noida +21 other locations,2k,84,20
Almarai,4.2,445,Food Processing | Riyadh +39 other locations,811,20,--
Landis+Gyr,3.0,444,Electrical Equipment | Noida +10 other locations,2.7k,33,34
Orient Craft,3.7,444,Fashion & Textile | Gurgaon / Gurugram +14 other locations,1.4k,8,--
Tata International,3.4,444,Import & Export | Mumbai +39 other locations,2k,23,16
Haldiram Snacks,3.9,444,Food Processing | Noida +57 other locations,1.6k,14,10
Mahanagar Gas,4.2,443,Oil & Gas | Mumbai +25 other locations,2.1k,32,--
MindGate Solutions,3.3,443,IT Services & Consulting | Mumbai +10 other locations,2.9k,75,12
Mobikwik,3.5,444,FinTech | Gurgaon / Gurugram +39 other locations,2.3k,57,26
Iksula,3.3,443,IT Services & Consulting | Mumbai +11 other locations,2k,30,11
Alpla,3.9,443,Packaging | Hyderabad / Secunderabad +24 other locations,1.7k,31,41
OLX Autos,3.9,442,Gurgaon / Gurugram +34 other locations,1.4k,27,--
Saksoft,3.5,442,IT Services & Consulting | Chennai +18 other locations,3.1k,41,1
Communications Test Design,3.7,442,IT Services & Consulting | Bangalore / Bengaluru +48 other locations,1.7k,30,19
T.v. Sundram Iyengar & Sons,4.1,442,Automobile | Chennai +78 other locations,1.1k,9,--
Karvy Data Management,3.0,442,Hyderabad / Secunderabad +42 other locations,837,2,--
Keysight Technologies,3.9,442,Electronics Manufacturing | Gurgaon / Gurugram +12 other locations,2.5k,35,29
MagicPin,2.6,442,Internet | Gurgaon / Gurugram +19 other locations,1.8k,60,13
Dalmia Bharat Group,3.9,442,Building Material | New Delhi +90 other locations,1.8k,33,--
Gyan Dairy,4.0,442,FMCG | Lucknow +42 other locations,1.3k,41,10
Intellics Global Services,3.7,442,Mumbai +145 other locations,15,--,31
ZEISS India,3.6,442,Industrial Machinery | Bangalore / Bengaluru +31 other locations,2.4k,33,8
Thought Focus,3.5,442,IT Services & Consulting | Bangalore / Bengaluru +10 other locations,3.3k,48,26
Ppap Automotive,3.9,443,Auto Components | Noida +15 other locations,1.7k,39,--
GD Goenka Public School,3.2,442,Education & Training | New Delhi +69 other locations,1.2k,43,34
Revent Group,3.7,441,Auto Components | Gurgaon / Gurugram +31 other locations,665,17,--
Visaka Industries,3.8,441,Building Material | Hyderabad / Secunderabad +57 other locations,1.6k,27,2
Pierian Services,3.5,441,Management Consulting | Bangalore / Bengaluru +19 other locations,2.4k,36,77
Sayaji Hotels,4.0,441,Hospitality | Indore +34 other locations,994,14,--
Think Gas Ludhiana,3.6,441,Oil & Gas | Chennai +47 other locations,2.1k,49,1
Oriental Structural Engineers,4.2,441,Engineering & Construction | New Delhi +59 other locations,1.2k,8,9
Muthoottu Mini Financiers,3.6,441,NBFC | Bangalore / Bengaluru +87 other locations,1.2k,22,5
Matrix Business Services,3.3,441,Analytics & KPO | Chennai +22 other locations,1.9k,41,4
LEAP India Private Limited,4.3,440,Packaging | Mumbai +44 other locations,1.2k,25,1
Mikuni,4.1,440,Auto Components | Neemrana +15 other locations,1.3k,26,3
Belstar Microfinance,4.0,440,NBFC | Chennai +167 other locations,1.3k,35,--
GS Lab,3.7,440,IT Services & Consulting | Pune +8 other locations,3.6k,64,--
Suzlon Global Services,3.8,440,Pune +61 other locations,1.3k,51,--
Dr. Agarwal's Eye Hospital,3.8,440,Healthcare | Chennai +74 other locations,1.5k,36,51
AML RightSource,2.9,440,IT Services & Consulting | New Delhi +9 other locations,2.4k,46,38
Cosmo Films,3.7,439,Packaging | Aurangabad +13 other locations,2k,39,14
Romsons Group Of Industries,3.7,439,Medical Equipment | Agra +55 other locations,1.5k,35,10
BharatPe,3.5,439,FinTech | Gurgaon / Gurugram +72 other locations,2.4k,47,5
Brainvire,3.0,439,IT Services & Consulting | Ahmedabad +10 other locations,1.5k,25,27
Micron Technology,3.6,439,Semiconductors | Hyderabad / Secunderabad +15 other locations,4k,78,7
Kellton,2.8,439,IT Services & Consulting | Gurgaon / Gurugram +18 other locations,3.3k,59,8
Adda 247,3.7,438,EdTech | Gurgaon / Gurugram +21 other locations,1.6k,62,36
Avery Dennison,3.8,438,Packaging | Bangalore / Bengaluru +32 other locations,1.9k,27,44
MathCo,3.1,438,Emerging Technologies | Bangalore / Bengaluru +7 other locations,2.7k,127,25
Del Monte Foods,3.9,438,Food Processing | Gurgaon / Gurugram +55 other locations,1.5k,16,18
Star Bazaar,3.9,437,Retail | Mumbai +41 other locations,1.4k,21,--
Indian Bank,3.4,437,Banking | Chennai +100 other locations,1.8k,25,--
Fynd,3.3,437,Software Product | Mumbai +11 other locations,2k,66,74
Leighton Contractors,4.1,437,Engineering & Construction | Mumbai +20 other locations,1k,17,9
IKF Finance,3.9,437,NBFC | Hyderabad / Secunderabad +115 other locations,1.2k,22,7
Ben Franklin Opticians,3.6,436,Medical Equipment | Hyderabad / Secunderabad +114 other locations,1.1k,25,--
Visa,3.3,436,FinTech | Bangalore / Bengaluru +16 other locations,5.5k,152,126
Grindwell Norton,3.7,436,Industrial Machinery | Bangalore / Bengaluru +39 other locations,1.7k,27,--
MAQ Software,1.9,436,IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,3.4k,107,2
Flowserve,3.8,436,Industrial Machinery | Bangalore / Bengaluru +15 other locations,3.1k,32,44
Novotel Hotels,4.2,436,Hospitality | Mumbai +31 other locations,1.2k,26,--
Anthem Biosciences,3.8,436,Pharma | Bangalore / Bengaluru +13 other locations,2.6k,32,9
Voya India,3.7,436,Financial Services | Bangalore / Bengaluru +10 other locations,2.6k,28,6
Atomberg Technologies,3.9,436,Consumer Electronics & Appliances | Pune +56 other locations,2.1k,34,9
Eastman Auto and Power Limited,3.5,436,Electrical Equipment | Gurgaon / Gurugram +54 other locations,1.9k,33,7
Ascent Business Solutions,3.2,435,Analytics & KPO | Nagpur +14 other locations,2.5k,30,3
Bridgestone India Automotive Products,4.0,435,Auto Components | Gurgaon / Gurugram +44 other locations,2.2k,28,6
FNP,3.4,435,Retail | New Delhi +16 other locations,2.3k,32,13
Vijai Electricals,3.8,435,Power | Hyderabad / Secunderabad +44 other locations,1.3k,18,2
NKG Infrastructure,3.3,434,Engineering & Construction | New Delhi +42 other locations,1.4k,24,8
Reshamandi,3.4,435,Fashion & Textile | Bangalore / Bengaluru +33 other locations,587,17,--
Teradata,3.8,434,Software Product | Pune +10 other locations,3.5k,56,18
Honda Logistics,3.7,434,Logistics | Bhiwadi +27 other locations,1.5k,30,3
Numeric UPS,3.9,434,Consumer Electronics & Appliances | Chennai +74 other locations,1.1k,13,38
NKG Infrastructure,3.3,434,Engineering & Construction | New Delhi +42 other locations,1.4k,24,8
SPAR Hypermarkets,3.9,434,Retail | Bangalore / Bengaluru +30 other locations,1.3k,21,3
Teradata,3.8,434,Software Product | Pune +10 other locations,3.5k,56,18
AVAYA,3.2,433,Software Product | Pune +17 other locations,2.8k,46,9
Dana India,4.0,433,Auto Components | Pune +24 other locations,1.7k,37,3
IL&FS Engineering and Construction,4.4,433,Engineering & Construction | Hyderabad / Secunderabad +52 other locations,928,15,6
Sri Krishna Pharmaceuticals,3.9,433,Pharma | Hyderabad / Secunderabad +14 other locations,1.7k,17,--
ASM Technologies,3.7,434,Engineering & Construction | Bangalore / Bengaluru +20 other locations,3.2k,42,31
Par Pharmaceutical Companies,4.3,432,Pharma | Indore +11 other locations,2k,26,1
C-Edge Technologies,3.8,432,IT Services & Consulting | Mumbai +20 other locations,2.5k,27,4
India Glycols,4.0,432,Chemicals | Kashipur +23 other locations,1.8k,33,4
Meghmani Organics,3.7,432,Chemicals | Bharuch +25 other locations,2.2k,44,--
Epiroc,4.0,432,Industrial Machinery | Bangalore / Bengaluru +27 other locations,2.2k,38,37
Iol Chemicals & Pharmaceuticals,3.8,431,Pharma | Barnala +14 other locations,1.8k,24,6
Buzzworks Business Services,3.7,431,Recruitment | Chennai +63 other locations,1.9k,17,--
Tetra Pak,4.1,431,Packaging | Pune +18 other locations,2.3k,40,33
Vishwa Samudra Engineering,3.8,430,Engineering & Construction | Hyderabad / Secunderabad +41 other locations,1.3k,32,3
Thales,3.6,430,IT Services & Consulting | Noida +18 other locations,3.2k,51,96
Stylebaazar,4.0,430,Fashion & Textile | Kolkata +86 other locations,927,35,8
Ramco Industries,4.1,430,Building Material | Chennai +72 other locations,1.7k,19,3
Jumbotail Technologies,3.5,430,Retail | Bangalore / Bengaluru +29 other locations,1.5k,36,16
Liberty General Insurance,3.7,429,Insurance | Mumbai +83 other locations,1.8k,19,2
Red Hat,4.4,429,Software Product | Pune +13 other locations,3.4k,60,68
Lakme,4.1,429,Beauty & Personal Care | Mumbai +74 other locations,1.5k,16,2
K D Hospital,4.6,428,Healthcare | Ahmedabad +7 other locations,331,22,12
Aimil Pharmaceuticals,3.5,428,Pharma | New Delhi +51 other locations,1.7k,23,--
L. N. Malviya Infra Projects Group,3.2,428,Engineering & Construction | Bhopal +116 other locations,1.2k,26,12
Greenpanel Industries,4.0,428,Furniture & Furnishing | Srikalahasti +67 other locations,1.7k,21,1
Nash Industries,3.7,428,Industrial Machinery | Bangalore / Bengaluru +14 other locations,2.2k,33,2
Torrent Gas,3.1,428,Oil & Gas | Ahmedabad +31 other locations,2.2k,57,--
Sany Heavy Industry,3.7,427,Industrial Machinery | Pune +53 other locations,1.8k,37,--
Walkaroo International,3.6,427,Coimbatore +51 other locations,2.1k,40,52
Venky's,3.7,427,Food Processing | Pune +66 other locations,1.4k,21,7
BSCPL Infrastructure,3.8,427,Engineering & Construction | Hyderabad / Secunderabad +47 other locations,1.3k,30,8
CommScope,3.7,427,Telecom | Bangalore / Bengaluru +19 other locations,2.9k,40,12
Franchise India Brands,2.0,427,Marketing & Advertising | New Delhi +28 other locations,1.3k,30,18
Self Practice,4.4,427,Analytics & KPO | New Delhi +123 other locations,6k,66,--
Portea Medical,3.8,426,Healthcare | Bangalore / Bengaluru +42 other locations,1.3k,29,4
Flamingo Pharmaceuticals,3.3,426,Pharma | Mumbai +12 other locations,1.8k,32,17
Stovekraft,4.1,426,Consumer Electronics & Appliances | Bangalore / Bengaluru +53 other locations,1.7k,33,5
Stovekraft,4.1,426,Consumer Electronics & Appliances | Bangalore / Bengaluru +53 other locations,1.7k,33,5
Akamai Technologies,4.4,426,Software Product | Bangalore / Bengaluru +6 other locations,3.7k,70,12
Symbiotec Pharmalab,4.0,425,Indore +15 other locations,1.9k,27,4
B. Braun Medical,4.0,425,Healthcare | Mumbai +47 other locations,1.6k,21,--
Usha Martin,3.9,425,Iron & Steel | Ranchi +27 other locations,1.3k,22,--
Kaya Skin Clinic,3.6,425,Beauty & Personal Care | Mumbai +36 other locations,1.1k,20,7
Shalimar Paints,3.5,425,Chemicals | Gurgaon / Gurugram +79 other locations,1.5k,27,2
Educomp Solutions,3.4,424,EdTech | Gurgaon / Gurugram +112 other locations,656,5,5
ZTE Corporation,3.9,424,Telecom | Gurgaon / Gurugram +45 other locations,1.2k,20,1
Technico Industries,3.6,424,Auto Components | Gurgaon / Gurugram +17 other locations,1.8k,39,--
CWT,3.5,424,Travel & Tourism | New Delhi +13 other locations,1.5k,7,--
EID Parry (India),3.9,424,Food Processing | Chennai +37 other locations,1.4k,22,--
In Time Tec Visionsoft,3.6,424,IT Services & Consulting | Jaipur +11 other locations,2.2k,44,23
InCred Finance,3.8,424,NBFC | Mumbai +55 other locations,2.2k,29,14
